utt_id,session,speaker_id,emotion_angry,emotion_happy,emotion_neutral,emotion_sad,arousal,valence,pitch_mean,pitch_std,energy_mean,energy_std,speech_ratio,speaking_rate,pause_count,pause_ratio,duration
Ses01M_script01_3_F010,1,Ses01_F,0.006336372345685959,0.963635265827179,0.026217371225357056,0.003810927737504244,0.0930042713880539,0.45362409949302673,122.26467005861711,77.59944853962759,0.010626878589391708,0.015502160415053368,0.22727272727272727,0.47619047619047616,2.0,0.7727272727272727,2.1
Ses01M_script01_3_F011,1,Ses01_F,0.008828244172036648,0.2137308567762375,0.2702673375606537,0.5071735382080078,-0.21976038813591003,0.02285347692668438,142.6829655471937,54.43710684607115,0.025526223704218864,0.02298717387020588,0.5961538461538461,1.2084592145015105,3.0,0.40384615384615385,3.31
Ses01M_script01_3_F012,1,Ses01_F,0.0030823713168501854,0.04656321927905083,0.1062479168176651,0.8441064357757568,-0.28805840015411377,-0.1572915017604828,161.1423447093571,72.42457626151332,0.014366550371050835,0.012141913175582886,0.5094339622641509,1.1869436201780414,4.0,0.49056603773584906,3.37
Ses01M_script01_3_F013,1,Ses01_F,0.006688107270747423,0.43540066480636597,0.2883230149745941,0.2695882022380829,-0.1727553904056549,0.17411509156227112,128.46281911425552,60.35992689883394,0.007651741150766611,0.005763836670666933,0.4939759036144578,1.895734597156398,4.0,0.5060240963855422,2.6375
Ses01M_script01_3_F014,1,Ses01_F,0.008172571659088135,0.9725112915039062,0.01862231455743313,0.0006938604055903852,0.10954848676919937,0.45221489667892456,251.56868698286036,79.21337368413847,0.03295173496007919,0.026979096233844757,0.6349206349206349,2.0,2.0,0.3650793650793651,2.0
Ses01M_script01_3_F015,1,Ses01_F,0.011114728637039661,0.9863693714141846,0.0021421045530587435,0.0003738089872058481,0.34394150972366333,0.5489804744720459,391.3556232861119,147.88267941111332,0.14701803028583527,0.11391334980726242,0.6992481203007519,2.235294117647059,8.0,0.3007518796992481,8.5
Ses01M_script01_3_F016,1,Ses01_F,0.009067299775779247,0.9854153990745544,0.005163103807717562,0.0003542116901371628,0.2308986485004425,0.45842739939689636,215.88262487176243,68.13949035633281,0.06675839424133301,0.0708920955657959,0.5571428571428572,1.6405820337624326,5.0,0.44285714285714284,6.7049375
Ses01M_script01_3_F017,1,Ses01_F,0.004496410954743624,0.28441712260246277,0.569694459438324,0.14139197766780853,-0.19034941494464874,0.12488766014575958,117.32870084808923,50.83435121216477,0.010321404784917831,0.011523334309458733,0.367816091954023,1.0810810810810811,4.0,0.632183908045977,5.55
Ses01M_script01_3_F018,1,Ses01_F,0.014957495033740997,0.12281136214733124,0.31691551208496094,0.5453156232833862,-0.24644368886947632,-0.008760462515056133,163.6831076484369,68.38851013162873,0.007986226119101048,0.006713781040161848,0.6111111111111112,1.7526563698104942,4.0,0.38888888888888884,2.28225
Ses01M_script01_3_F019,1,Ses01_F,0.006718853954225779,0.2774117887020111,0.6721808910369873,0.04368850216269493,-0.10120461881160736,0.14789022505283356,179.3706496437915,77.51263334477439,0.01641342230141163,0.01768583245575428,0.371900826446281,0.7802340702210663,3.0,0.628099173553719,3.845
Ses01M_script01_3_F020,1,Ses01_F,0.0010765844490379095,0.009683986194431782,0.032763563096523285,0.9564758539199829,-0.20544666051864624,-0.3781057298183441,157.29571358821738,76.43472343421342,0.016255617141723633,0.016980931162834167,0.4752475247524752,1.0852818341262997,5.0,0.5247524752475248,6.4499375
Ses01M_script01_3_F021,1,Ses01_F,0.0027374757919460535,0.019645804539322853,0.06313842535018921,0.9144783020019531,-0.29018011689186096,-0.3113011419773102,112.84921726085042,53.97200641776018,0.00737003656104207,0.006954429671168327,0.42105263157894735,1.3202409439722749,7.0,0.5789473684210527,3.02975
Ses01M_script01_3_F022,1,Ses01_F,0.002884904621168971,0.028496962040662766,0.05767152085900307,0.9109466671943665,-0.2912358343601227,-0.30938446521759033,104.46843698047587,51.913975735308405,0.00624932860955596,0.005332551430910826,0.8909090909090909,2.850373220743591,5.0,0.10909090909090913,3.5083125
Ses01M_script01_3_F023,1,Ses01_F,0.004761537536978722,0.06585334986448288,0.21670226752758026,0.7126827836036682,-0.32973912358283997,-0.09753932803869247,68.30309103095415,3.4462619995608854,0.006465747486799955,0.005471625365316868,0.7941176470588235,3.2408345148875837,6.0,0.20588235294117652,2.1599375
Ses01M_script01_3_F024,1,Ses01_F,0.024331357330083847,0.035561900585889816,0.8607950806617737,0.07931161671876907,-0.3289967179298401,-0.0860183984041214,119.52942095755031,62.10552824341069,0.007799311075359583,0.010862477123737335,0.38202247191011235,1.413458777799863,5.0,0.6179775280898876,2.8299375
Ses01M_script01_3_F025,1,Ses01_F,0.0005669100792147219,0.012763211503624916,0.023001298308372498,0.9636685848236084,-0.28406059741973877,-0.4045201539993286,84.66958545834758,49.37102140082616,0.004260247573256493,0.0018455407116562128,0.9900990099009901,2.4911932426383294,1.0,0.00990099009900991,3.2113125
Ses01M_script01_3_F026,1,Ses01_F,0.007804475724697113,0.05279460549354553,0.7481030225753784,0.19129791855812073,-0.3510803282260895,-0.03694755584001541,132.7883654216589,63.76173132593169,0.009955424815416336,0.009795073419809341,0.41284403669724773,1.724168896711507,4.0,0.5871559633027523,3.4799375
Ses01M_script01_3_F027,1,Ses01_F,0.00588814914226532,0.02196688950061798,0.047915369272232056,0.9242295622825623,-0.146954745054245,-0.28402674198150635,128.94794807355999,57.59555784311789,0.014173583127558231,0.01694217137992382,0.391304347826087,1.2485811577752552,6.0,0.6086956521739131,8.81
Ses01M_script01_3_F028,1,Ses01_F,0.0007333862595260143,0.004185400903224945,0.014343375340104103,0.9807378649711609,-0.15534132719039917,-0.4692244231700897,164.54498361580548,83.81552760208834,0.01842673122882843,0.02158023975789547,0.40384615384615385,1.2070916635231987,4.0,0.5961538461538461,6.6275
Ses01M_script01_3_F029,1,Ses01_F,0.004926176741719246,0.04142487794160843,0.1778338998556137,0.7758150696754456,-0.24778541922569275,-0.18589720129966736,185.18156057962804,110.61202709527784,0.018209341913461685,0.017957618460059166,0.5148063781321185,1.569193871228028,9.0,0.4851936218678815,14.0199375
Ses01M_script01_3_F030,1,Ses01_F,0.004435412585735321,0.9724830985069275,0.02127213031053543,0.0018094168044626713,0.07579883188009262,0.4444127082824707,132.02149517028903,48.174136254113826,0.01522668357938528,0.01868712157011032,0.38,0.9456451072716169,3.0,0.62,3.1724375
Ses01M_script01_3_M000,1,Ses01_M,0.015917005017399788,0.19814126193523407,0.45207521319389343,0.3338664770126343,-0.22863683104515076,0.043842777609825134,98.72439485846832,24.50827518587117,0.016941584646701813,0.01701166480779648,0.5145631067961165,1.2237795667055473,3.0,0.4854368932038835,3.2685625
Ses01M_script01_3_M001,1,Ses01_M,0.015728984028100967,0.03653893247246742,0.9362359046936035,0.011496168561279774,-0.23297196626663208,0.03795415535569191,99.52373454769204,38.024780689595296,0.012181024998426437,0.013291532173752785,0.38461538461538464,1.2072434607645877,2.0,0.6153846153846154,2.485
Ses01M_script01_3_M002,1,Ses01_M,0.01036773156374693,0.055977240204811096,0.7250012159347534,0.2086537927389145,-0.30548667907714844,-0.033308058977127075,75.3196417634013,15.245461078487292,0.004522884730249643,0.003406363073736429,0.9888888888888889,2.43907750604325,1.0,0.011111111111111072,2.8699375
Ses01M_script01_3_M003,1,Ses01_M,0.01603628881275654,0.13479752838611603,0.3598186671733856,0.4893474876880646,-0.26511964201927185,-0.005018687807023525,76.12871674897436,15.370822085678014,0.005459018982946873,0.004139431286603212,0.95,2.638609452818365,2.0,0.050000000000000044,1.8949375
Ses01M_script01_3_M004,1,Ses01_M,0.014096357859671116,0.019851723685860634,0.8601036667823792,0.1059483215212822,-0.39208534359931946,-0.10937551409006119,71.61651659655817,6.478865828258203,0.006067228503525257,0.006882516201585531,0.9285714285714286,3.166077738515901,2.0,0.0714285714285714,2.2109375
Ses01M_script01_3_M005,1,Ses01_M,0.0023898405488580465,0.08096234500408173,0.20217566192150116,0.7144721150398254,-0.24101722240447998,-0.10787426680326462,103.2668556327522,31.02407091176525,0.01764204539358616,0.014819721691310406,0.581986143187067,1.8775952337967141,11.0,0.418013856812933,13.8475
Ses01M_script01_3_M006,1,Ses01_M,0.055215250700712204,0.5109742283821106,0.3886582851409912,0.04515223577618599,-0.01571316085755825,0.2303992658853531,125.12007437015144,53.26138112019439,0.010668623261153698,0.011199919506907463,0.48148148148148145,1.1715603719704182,3.0,0.5185185185185186,1.707125
Ses01M_script01_3_M007,1,Ses01_M,0.003681442467495799,0.03683527931571007,0.1405024528503418,0.818980872631073,-0.3598549962043762,-0.18423239886760712,69.06820525722621,5.728295407696769,0.003950829152017832,0.0030467098113149405,0.9880952380952381,3.0097817908201656,1.0,0.011904761904761862,2.658
Ses01M_script01_3_M008,1,Ses01_M,0.006233450025320053,0.058479126542806625,0.2238985002040863,0.7113890051841736,-0.21844030916690826,-0.18290336430072784,92.24208672599215,29.943327539960414,0.009897449985146523,0.011277134530246258,0.40714285714285714,0.9679821295606851,7.0,0.5928571428571429,13.43
Ses01M_script01_3_M009,1,Ses01_M,0.012388559989631176,0.05906486511230469,0.4969303607940674,0.4316161870956421,-0.33930453658103943,-0.1065264642238617,76.66304959957831,16.82769272988184,0.004535320680588484,0.0034060748293995857,1.0,2.9139917133360655,0.0,0.0,8.236125
Ses01M_script01_3_M010,1,Ses01_M,0.02004285901784897,0.944812536239624,0.03252445533871651,0.0026201389264315367,0.26209431886672974,0.5009100437164307,91.81222375914611,27.777679608449183,0.014842149801552296,0.016240643337368965,0.3983050847457627,1.0596201923872912,2.0,0.6016949152542372,3.7749375
Ses01M_script01_3_M011,1,Ses01_M,0.0014446373097598553,0.012825995683670044,0.047058794647455215,0.9386705756187439,-0.19333882629871368,-0.3278612792491913,102.97542197027896,5.832883873253831,0.014003101736307144,0.008322194218635559,0.6838235294117647,1.8391068837195936,3.0,0.3161764705882353,4.3499375
Ses01M_script01_3_M012,1,Ses01_M,0.0031376678962260485,0.06335996091365814,0.04572577401995659,0.8877765536308289,-0.14934834837913513,-0.16444635391235352,131.05172873805412,38.487588928140084,0.037129491567611694,0.039158206433057785,0.5242105263157895,1.3843111404087014,12.0,0.47578947368421054,15.17
Ses01M_script01_3_M013,1,Ses01_M,0.006602950859814882,0.047299824655056,0.23521031439304352,0.7108868360519409,-0.28357604146003723,-0.18919658660888672,78.48701405143703,17.29129239419955,0.009118511341512203,0.011602363549172878,0.3313253012048193,0.5681818181818181,5.0,0.6686746987951807,5.28
Ses01M_script01_3_M014,1,Ses01_M,0.012253199703991413,0.44295448064804077,0.420488566160202,0.12430372089147568,-0.14574681222438812,0.21081194281578064,86.6384672788745,34.95531596387258,0.007251088973134756,0.00844870787113905,0.29577464788732394,0.4421232971344884,3.0,0.704225352112676,2.2618125
Ses01M_script01_3_M015,1,Ses01_M,0.016582297161221504,0.6044938564300537,0.34473809599876404,0.034185703843832016,-0.008135017938911915,0.2745867073535919,166.78098324393488,59.027569899072006,0.0393492728471756,0.03953751549124718,0.5963302752293578,2.303774230125448,7.0,0.4036697247706422,3.4725625
Ses01M_script01_3_M016,1,Ses01_M,0.007694517262279987,0.9880051016807556,0.0033791346941143274,0.0009213084122166038,0.2588491439819336,0.5842905044555664,294.26086858832156,162.58765529594592,0.09559948742389679,0.10107862204313278,0.6627906976744186,2.18978102189781,5.0,0.33720930232558144,2.74
Ses01M_script01_3_M017,1,Ses01_M,0.003966443240642548,0.14784401655197144,0.05547444149851799,0.7927150130271912,-0.17654991149902344,-0.10481657087802887,84.66410705422781,25.72149201132716,0.011023477651178837,0.010650135576725006,0.5047923322683706,1.0993060630477012,7.0,0.4952076677316294,10.0063125
Ses01M_script01_3_M018,1,Ses01_M,0.07180236279964447,0.6857975125312805,0.18127994239330292,0.061120182275772095,0.054661910980939865,0.14825575053691864,226.8785812728473,103.4237799039486,0.043544501066207886,0.03442469611763954,0.631578947368421,1.8518518518518516,7.0,0.368421052631579,4.86
Ses01M_script01_3_M019,1,Ses01_M,0.0005937498062849045,0.006191607099026442,0.018196536228060722,0.9750180840492249,-0.22296088933944702,-0.4485367238521576,66.84895264935987,2.9694801641937234,0.0050880867056548595,0.0036683417856693268,0.9444444444444444,3.146853146853147,3.0,0.05555555555555558,2.86
Ses01M_script01_3_M020,1,Ses01_M,0.00834656972438097,0.03837234899401665,0.11869974434375763,0.8345813751220703,-0.27294012904167175,-0.2985250651836395,149.56860525672772,59.88377176158726,0.01460110954940319,0.01055118441581726,0.6532258064516129,2.0253485023497206,5.0,0.3467741935483871,3.9499375
Ses01M_script01_3_M021,1,Ses01_M,0.009715595282614231,0.033626947551965714,0.7677389979362488,0.18891847133636475,-0.3909919261932373,-0.10518020391464233,99.4691520150312,22.815473936486406,0.010852010920643806,0.007903403602540493,0.5655737704918032,1.7995147736949502,6.0,0.43442622950819676,3.8899375
Ses01M_script01_3_M022,1,Ses01_M,0.0029015231411904097,0.012845671735703945,0.038980480283498764,0.9452723860740662,-0.17607952654361725,-0.3694103956222534,92.36833096287835,38.57631204383841,0.00835652556270361,0.009677622467279434,0.3563636363636364,0.7972721901494173,5.0,0.6436363636363636,8.7799375
Ses01M_script01_3_M023,1,Ses01_M,0.004869755823165178,0.045672472566366196,0.09886759519577026,0.850590169429779,-0.290233314037323,-0.20883889496326447,90.67747154980373,30.71863390412747,0.008695758879184723,0.008423978462815285,0.5851063829787234,1.3396408088081382,3.0,0.4148936170212766,2.985875
Ses01M_script01_3_M024,1,Ses01_M,0.005841759964823723,0.023362062871456146,0.07538382709026337,0.8954123854637146,-0.13342690467834473,-0.30202147364616394,104.16017249443131,40.15158800245888,0.014385532587766647,0.01591726392507553,0.4413793103448276,0.8660000270625008,3.0,0.5586206896551724,4.6189375
Ses01M_script01_3_M025,1,Ses01_M,0.0007497277692891657,0.005228881724178791,0.016994161531329155,0.9770272970199585,-0.15224741399288177,-0.4371753931045532,90.5408872007304,21.879785523947152,0.009857000783085823,0.008102646097540855,0.5317919075144508,1.0862431826925252,4.0,0.4682080924855492,5.523625
Ses01M_script01_3_M026,1,Ses01_M,0.0008076191297732294,0.0049643004313111305,0.01693461649119854,0.9772934317588806,-0.12249789386987686,-0.4222876727581024,74.51066522105312,15.61156265929517,0.006210201885551214,0.006588402204215527,0.5402298850574713,1.4440759042397164,9.0,0.45977011494252873,2.7699375
Ses01M_script01_3_M027,1,Ses01_M,0.010207894258201122,0.07881716638803482,0.4372090697288513,0.47376585006713867,-0.3166976869106293,-0.06857604533433914,74.32910855078858,14.490152813608864,0.005100918933749199,0.004126593936234713,0.9888888888888889,2.456140350877193,1.0,0.011111111111111072,2.85
Ses01M_script01_3_M028,1,Ses01_M,0.0007185370777733624,0.004047493450343609,0.013708854094147682,0.9815250635147095,-0.15204837918281555,-0.4828628599643707,86.53820564794833,28.20913542263283,0.008162584155797958,0.00930830743163824,0.34872979214780603,0.9385773333573995,6.0,0.6512702078521939,13.85075
Ses01M_script01_3_M029,1,Ses01_M,0.001702777692116797,0.01554606668651104,0.05093876272439957,0.9318123459815979,-0.1458284854888916,-0.30710920691490173,94.99719201007007,27.022764146204498,0.011014867573976517,0.009948288090527058,0.4961038961038961,1.382957087655074,9.0,0.5038961038961038,12.2925
Ses01M_script01_3_M030,1,Ses01_M,0.023385899141430855,0.0492672361433506,0.601170003414154,0.3261769413948059,-0.3429904580116272,-0.14669768512248993,82.01176202397514,23.5659475307072,0.008021675050258636,0.008626677095890045,0.435,1.253427340383862,4.0,0.565,6.3825
Ses01M_script01_3_M031,1,Ses01_M,0.0009311402100138366,0.004235429689288139,0.013804764486849308,0.9810287356376648,-0.1053108423948288,-0.45727407932281494,104.20315849835927,31.82820226348611,0.019344713538885117,0.017126690596342087,0.5670731707317073,1.5252621544327931,7.0,0.43292682926829273,10.49
Ses01M_script01_3_M032,1,Ses01_M,0.0009229893912561238,0.0044037518091499805,0.013646272011101246,0.9810270071029663,-0.09410402923822403,-0.4570598602294922,90.5833183528148,26.826039843428852,0.01063428446650505,0.010699639096856117,0.435656836461126,0.9639993398700173,10.0,0.564343163538874,23.8589375
Ses01M_script01_3_M033,1,Ses01_M,0.0018445397727191448,0.020019471645355225,0.06760737299919128,0.9105287194252014,-0.17184369266033173,-0.2869122326374054,93.4648742973495,28.611675903115163,0.011218604631721973,0.011866601184010506,0.41216216216216217,1.0576414595452142,5.0,0.5878378378378378,9.455
Ses01M_script01_3_M034,1,Ses01_M,0.000949288543779403,0.004365121945738792,0.013669495470821857,0.9810160994529724,-0.09622064977884293,-0.45937874913215637,94.29049084328452,35.15707252953493,0.015760941430926323,0.019414328038692474,0.38565022421524664,0.8421052631578947,6.0,0.6143497757847534,14.25
Ses01M_script01_3_M035,1,Ses01_M,0.0009836038807407022,0.004176182206720114,0.013620182871818542,0.981220006942749,-0.1319531798362732,-0.4782829284667969,100.62351882549449,30.279912299589352,0.01938316412270069,0.019666679203510284,0.4940239043824701,1.6237441353952804,6.0,0.5059760956175299,8.0061875
Ses01M_script01_3_M036,1,Ses01_M,0.0011084212455898523,0.004664627835154533,0.013494361191987991,0.9807326197624207,-0.09037023037672043,-0.4613402187824249,101.44096821730032,37.670730759965245,0.017630578950047493,0.021460721269249916,0.4521072796934866,1.199013811140337,4.0,0.5478927203065134,8.3401875
Ses01M_script01_3_M037,1,Ses01_M,0.0010241697309538722,0.005179565865546465,0.015803588554263115,0.9779926538467407,-0.1074770838022232,-0.43718138337135315,118.548327990329,35.14228563476022,0.028194310143589973,0.02403794601559639,0.5873015873015873,1.736986173900232,5.0,0.4126984126984127,8.0599375
Ses01M_script01_3_M038,1,Ses01_M,0.0009599634795449674,0.004547032993286848,0.014872550964355469,0.9796203970909119,-0.06367196142673492,-0.43361392617225647,111.39273769118383,40.1219945848959,0.024819042533636093,0.02808556891977787,0.49406175771971494,1.336309095717779,8.0,0.505938242280285,13.4699375
Ses01M_script01_3_M039,1,Ses01_M,0.013708227314054966,0.011706230230629444,0.021951306611299515,0.9526342153549194,0.02246149629354477,-0.47126632928848267,103.90948997782205,46.759874738179285,0.02569461241364479,0.03523395583033562,0.398406374501992,0.9963648252080299,5.0,0.601593625498008,8.0291875
Ses01M_script01_3_M040,1,Ses01_M,0.0010018972679972649,0.00520500959828496,0.014507655054330826,0.9792854189872742,-0.09316656738519669,-0.43740710616111755,85.65994333607937,27.869164489548798,0.011253776960074902,0.014985108748078346,0.3067484662576687,0.862895493767977,4.0,0.6932515337423313,10.43
Ses01M_script01_3_M041,1,Ses01_M,0.0017131916247308254,0.027952812612056732,0.07418899983167648,0.8961449861526489,-0.33437225222587585,-0.26475682854652405,77.19794307088694,19.09214686136641,0.006438395008444786,0.005111696198582649,0.8333333333333334,2.3188825884526896,6.0,0.16666666666666663,3.4499375
Ses01M_script01_3_M042,1,Ses01_M,0.006072952412068844,0.06615135073661804,0.20882517099380493,0.7189505696296692,-0.3262808620929718,-0.11375690251588821,75.42968355465032,18.178725555075097,0.003550222609192133,0.0015552191762253642,1.0,3.202846975088968,0.0,0.0,2.81
Ses01M_script01_3_M043,1,Ses01_M,0.005268927197903395,0.09107523411512375,0.05559612438082695,0.8480597138404846,-0.18995195627212524,-0.20401747524738312,88.58637404467599,28.007965146878146,0.009204731322824955,0.009010769426822662,0.39655172413793105,1.0836621006112532,2.0,0.603448275862069,3.6911875
Ses01F_impro04_F000,1,Ses01_F,0.03151528164744377,0.32500749826431274,0.6383823156356812,0.0050949472934007645,-0.06304045021533966,0.3334405720233917,156.4077536129458,63.06772007630083,0.025101162493228912,0.028418321162462234,0.5362318840579711,1.592900216179315,5.0,0.46376811594202894,4.3945
Ses01F_impro04_F001,1,Ses01_F,0.012869177386164665,0.024608902633190155,0.9563227891921997,0.0061991107650101185,-0.07060018926858902,0.04949568212032318,162.88338310462373,48.29498045262332,0.015032093040645123,0.015257352031767368,0.5797101449275363,2.270083141795068,9.0,0.42028985507246375,4.405125
Ses01F_impro04_F002,1,Ses01_F,0.006577418185770512,0.010839954949915409,0.9792327284812927,0.0033498092088848352,-0.07793649286031723,0.04367106407880783,138.53597101522323,56.83630693049808,0.017671989277005196,0.01730571873486042,0.5662337662337662,1.7076554805068078,10.0,0.4337662337662338,12.2975625
Ses01F_impro04_F003,1,Ses01_F,0.07111239433288574,0.049297742545604706,0.8681362867355347,0.011453678831458092,-0.18644657731056213,0.004673726391047239,105.63612277071756,53.123885697978984,0.008443232625722885,0.009625372476875782,0.3409090909090909,0.7165890361877464,2.0,0.6590909090909092,2.791
Ses01F_impro04_F004,1,Ses01_F,0.0055006565526127815,0.0521073043346405,0.20449742674827576,0.7378945350646973,-0.2717035412788391,-0.15418487787246704,129.570877185262,51.06513143513379,0.007613533642143011,0.006555335130542517,0.5740740740740741,1.1627906976744187,2.0,0.42592592592592593,1.72
Ses01F_impro04_F005,1,Ses01_F,0.03901316598057747,0.05321882665157318,0.3365859091281891,0.5711820721626282,-0.25992825627326965,-0.18202677369117737,94.04776930144797,45.89223734919919,0.004799881484359503,0.0052389949560165405,0.881578947368421,2.490078593105595,4.0,0.11842105263157898,2.4095625
Ses01F_impro04_F006,1,Ses01_F,0.013310223817825317,0.027109185233712196,0.9533303380012512,0.006250315345823765,-0.07494320720434189,0.05367481708526611,177.20677612467298,132.97719512596623,0.03546025976538658,0.03081425093114376,0.5982142857142857,1.687051876845213,2.0,0.4017857142857143,3.5565
Ses01F_impro04_F007,1,Ses01_F,0.0685490295290947,0.7571887969970703,0.171400785446167,0.002861400367692113,0.1672736555337906,0.2385302484035492,220.50568181079493,49.40938247266632,0.04914424568414688,0.03791652247309685,0.6818181818181818,2.380952380952381,8.0,0.31818181818181823,4.2
Ses01F_impro04_F008,1,Ses01_F,0.12705369293689728,0.19975504279136658,0.6681928634643555,0.004998391959816217,0.008411367423832417,0.28297731280326843,142.68764952661982,80.81512490526451,0.028817173093557358,0.03387891501188278,0.4146341463414634,0.7692307692307692,2.0,0.5853658536585367,1.3
Ses01F_impro04_F009,1,Ses01_F,0.046587105840444565,0.6844040751457214,0.24721308052539825,0.021795697510242462,-0.019307876005768776,0.2853260040283203,136.60865982043717,72.86642669235597,0.008966739289462566,0.010837274603545666,0.38636363636363635,0.7227065359772348,3.0,0.6136363636363636,1.3836875
Ses01F_impro04_F010,1,Ses01_F,0.6270794868469238,0.12844723463058472,0.16485218703746796,0.0796210989356041,0.11087068915367126,-0.1516691893339157,176.5388383954627,61.390759602297514,0.032501477748155594,0.03167770802974701,0.6010928961748634,1.709292139392774,5.0,0.3989071038251366,5.850375
Ses01F_impro04_F011,1,Ses01_F,0.8482232093811035,0.079492948949337,0.0655444860458374,0.006739402189850807,0.13474270701408386,-0.1920788735151291,168.71194508353403,49.89467073160923,0.019917277619242668,0.01955535262823105,0.5625,1.324558135684424,2.0,0.4375,1.5099375
Ses01F_impro04_F012,1,Ses01_F,0.14990757405757904,0.04865032806992531,0.7728873491287231,0.02855474129319191,-0.10441980510950089,-0.01986428163945675,96.45480711897649,39.82971296823572,0.008665546774864197,0.012662849389016628,0.23170731707317074,0.3846153846153846,2.0,0.7682926829268293,2.6
Ses01F_impro04_F013,1,Ses01_F,0.06397676467895508,0.14727386832237244,0.7837679386138916,0.00498143769800663,-0.10926415771245956,0.18976420164108276,165.82904711594182,57.06208505875318,0.0315704345703125,0.03084964118897915,0.5714285714285714,1.8882119517915885,3.0,0.4285714285714286,4.2368125
Ses01F_impro04_F014,1,Ses01_F,0.02646397054195404,0.18198253214359283,0.6553428769111633,0.1362106204032898,-0.20132198929786682,0.10946233570575714,140.12489739385697,27.00593037198022,0.017276382073760033,0.009473486803472042,0.8297872340425532,2.684563758389262,2.0,0.17021276595744683,1.49
Ses01F_impro04_F015,1,Ses01_F,0.9340673089027405,0.00898204930126667,0.05472974106669426,0.002220915863290429,-0.0031337954569607973,-0.34046924114227295,207.84509110575513,61.19521367969391,0.035076092928647995,0.022782040759921074,0.7277486910994765,2.618791877653317,7.0,0.2722513089005235,6.1096875
Ses01F_impro04_F016,1,Ses01_F,0.9889229536056519,0.0031803352758288383,0.007364443503320217,0.0005322868237271905,0.06316348165273666,-0.4663562774658203,166.61992961014502,83.0842375917557,0.040349919348955154,0.03552352264523506,0.5614035087719298,1.3745940651901236,2.0,0.4385964912280702,3.6374375
Ses01F_impro04_F017,1,Ses01_F,0.45976269245147705,0.012957035563886166,0.5220938920974731,0.005186384078115225,-0.19464127719402313,-0.13598108291625977,231.5431253362402,177.07056193075445,0.030363332480192184,0.029121501371264458,0.5301204819277109,1.8975782158020826,3.0,0.4698795180722891,2.6349375
